producto,pais,comentario,calificacion,perfil,titulo_comentario
Apple iPhone XR (64GB), India ,PRODUCT RECEIVED IN GOOD CONDITION BUT FACE RECOGNITION FEATURE AND BACK CAMERA IS NOT WORKING WELL.THE I PHONE SUBMITTED TO I PHONE SERVICE CENTER LAST WEEK FOR REPAIR.,1.0,Sushil,BAD EXPERIENCE
Apple iPhone XR (64GB), India ,Got it in 38k at the sale.,5.0,Nishant kale,Loved it!!
Apple iPhone XR (64GB), India ,The best iPhone till date.,5.0,Sachinn Sawardekar,"If it's not a iPhone, it's not a iPhone "
Apple iPhone XR (64GB), India ,"Itâ€™s a fantastic iphone. Perfect size, display is good, battery life is incredible. Camera results are excellent and comparable to xs and xs max. Super fast bionic A12 on board handles everything superbly.",5.0,Swaminathan Guru,Best iPhone ever
Apple iPhone XR (64GB), India ,"Ohh...what can I say about this phone... just one word- AWESOME. I think itâ€™s better than iPhone 11 in almost every aspect. The portrait mode is outstanding. If anyone is using iPhone 6,7 or 8, then this is next iPhone for you...",5.0,Agniswar Mukherjee,iPhone- The name is enough...
Apple iPhone XR (64GB), India ,face recognition is very fast,5.0,akshara krupa,"best buy i bought it for 42,000"
Apple iPhone XR (64GB), India ,"iOS to Android (one plus and must admit, the phone is amazing and Iâ€™m still amazing), but back to iOS and do not regret. There are soo many little things that does make the difference and leaves the user with WOW feeling! XR is a bit thick but with time we get used to it.",5.0,Amit,Apple canâ€™t be compared
Apple iPhone XR (64GB), India ,There was a hardware failure just in less than one month of purchase.  Amazon takes no responsibility of replacing it and I am working with iCare to fix it. It may even cost me to get it fixed. I was extremely unhappy with this phone and the post sale service.,1.0,Dinesh Garg,Not very reliable product.
Apple iPhone XR (64GB), India ,"Just unboxed and found defect in screen. On informing Amazon, I was first assured for replacement and then amazon changed stand and asked me to contact apple care for examining mobile and creating inspection sheet even though problem is clearly visible and accepted by amazon as well.",1.0,Amazon Customer,Faulty iphone xr delivered
Apple iPhone XR (64GB), India ,"the phone is bogus nd it gets heated ,sometimes charger does nt work.camera is average,plz dont buy from amazon",1.0,rishabh gupta,amazon dis was not expected
Apple iPhone XR (64GB), India ,Worth of upgrading-,5.0,Ankit,Worth upgrading
Apple iPhone XR (64GB), India ,"One of the best camera in this price range, mind-blowing photo and video quality plus not to mention the best ever battery life on any Apple device I've used so far.",5.0,Soumya Roy,Best value-for-money iPhone till date!
Apple iPhone XR (64GB), India ,Disappointed that it doesn't come with finger print scanner just face unlock. Otherwise it's a good apple phone if u r tight on budget,5.0,Shirish ,Great tech piece
Apple iPhone XR (64GB), India ,Battery life is good,3.0,amazonUser,Good to buy
Apple iPhone XR (64GB), India ,"Bought two phones on this sale. One is this awesome iPhone XR and another Samsung phone. iPhone is so awesome that I am in love with its touch, display , camera and sound quality and everything. Its very costly but I love this. Whilst others phone that I purchased was a big mistake.",5.0,Khushboo nayak,Just buy it. So awesome. Loved it.
Apple iPhone XR (64GB), India ,"Was a little doubtful while purchasing since i was not sure to receive a genuine Apple iPhone but received absolutely a genuine one. Working perfectly till date. The only thing I donâ€™t like about this iPhone is that it takes a lot of time for charging. But its okay, itâ€™s manageable.",5.0,Pratikshya S.,Genuine Product
Apple iPhone XR (64GB), India ,Itâ€™s Apple and behaves like one! Itâ€™s slightly on a heavier side and a bit too big considering itâ€™s 6.1 inches.,5.0,Dinesh Acharya,Apple!
Apple iPhone XR (64GB), India ,I have moved from 5S to XR -and it is a mind blowing experience.,5.0,M Mohammed Farook,Great Experience
Apple iPhone XR (64GB), India ,Battery life is okay camera is awesome everything,5.0,Aiman sayed,Good phone with reasonable price for iphone
Apple iPhone XR (64GB), India ,"After Apple reduced its price, iPhone XR did become affordable when considering its features. What I received was how it was described on Amazon.",5.0,Shirish Tambe,Efficient phone
Apple iPhone XR (64GB), India ,Reviewing after one month of use.,4.0,Sanjay Assudani,Worth buy
Apple iPhone XR (64GB), India ,"Good battery life, amazing sound quality and camera is very good. Really love my first apple product.",5.0,Rajesh Chidambaram,Lovely phone
Apple iPhone XR (64GB), India ,They have no fingerprints but face unlock is not compare to other its awesome battery is very very good and camera is best and iPhone is the iPhone not compare to other brand and most best thing is it is duel sim wow.......only not giving fast charging adaptor supported but u have to pay extra,5.0,Amazon Customer,I phone is iphone
Apple iPhone XR (64GB), India ,I was first hesitant about buying iphone xr after all the negative review....it has been 10 days and it is really a wonderful product.i got this deal for 38999 from amazon.,5.0,Ramkumar baskaran,killer product from apple
Apple iPhone XR (64GB), India ,Not charging fast as intended and battery discharges too quick. Needs replacement. Quick guide please. Phone stuck in between use of apps. Contact @8249530210/7873655744,3.0,Himansu Achary,Lightning charger issue and hang issue
Apple iPhone XR (64GB), India ,The phone freezes frequently. Battery doesnâ€™t last long. On the whole I am very disappointed with the  phone. Did not expect this from Apple.,2.0,Bina Gupta,Disappointed with IPhone XR
Apple iPhone XR (64GB), India ,Excellent Model with extraordinary deal during the festival season. I love Apple products and this is no difference. Quality of Photos is awesome. Battery life is better but i still feel can be improved. However for my usage it is ok.,5.0,Amazon Customer,iPhone XR Red
Apple iPhone XR (64GB), India ,"I shifted from android to this iphone , it really worth with all new amazing and premium experience . The battery life is far better than my expectations from iphones . I got this phone for 43k and I feel itâ€™s absolute value for money.",5.0,Sid,Battery life is ðŸ’¯âœ¨
Apple iPhone XR (64GB), India ,"Excellent sound quality...& thatâ€™s no one device is beat in this quality,Immersive display & awesome  performance ..",5.0,mohit verma,Legends choice
Apple iPhone XR (64GB), India ,I find display issue with my iPhone after a month now. I see thin black line from top to bottom just an inch from left side. Battery adapter is also not working properly. I am also unable to access amazon customer care also,1.0,SKumar,Beware of festival offer
Apple iPhone XR (64GB), India ,Great battery lifeâ€™s buttery smooth transitions/animations so so refined compared to an Android phone .Face recognition is a bit glitchy though my daughter can trigger it for my wifeâ€™s login,4.0,anil dewnani,Best IPhone at this time
Apple iPhone XR (64GB), India ,"I dont know how to explain it, but no need for any review... Just one word.. Apple... Go for it... Its worth your money..",5.0,Melting Ice,Just one name! Apple!
Apple iPhone XR (64GB), India ,The product is a masterpiece but the box corner was damaged like the box was undergone ruff conditions,4.0,VIREN PRAJAPATI,Worth Money
Apple iPhone XR (64GB), India ,This is my second purchase of I phone through amazon I am happy and satisfied with the product....thanks to amazon ...keep it up,4.0,Deepak shahi,You can trust amazon for the originality
Apple iPhone XR (64GB), India ,The most unique feature of this product - face id for unlock is not working in the product delivered to me. Now i have to keep visiting the apple service centre to get it fixed.,2.0,Puneeti,Face id for unlock not working
Apple iPhone XR (64GB), India ,I have got the delivery of iphone xr yesterday and I have found that there is a spot near the front camera. Can anyone or the apple customer service tell me why it is like that?,3.0,Ranit R.,Spot near the front camera of iphone xr
Apple iPhone XR (64GB), India ,"Iâ€™m an Apple fan, because of its simplicity, elegance & good camera. In addition, this phone has a longer battery life, even with good internet use. May be the price could be little more competitive, but all in all, a nice phone.",5.0,Dr Shaunak Shah,Simplicity is ultimate elegance.
Apple iPhone XR (64GB), India ,Excellence phone. Every thing this fine.,5.0,NIKHAN,Really nice phone
Apple iPhone XR (64GB), India ,iPhone XR camera is better than OnePlus 7T...XR beat OP 7T... Excellent Phone...,5.0,Praveen Tripathi,iPhone XR is Best Phone...
Apple iPhone XR (64GB), India ,I like the phone very much. A great product from Apple.  Very happy that i bought this product in a discount. Worth every penny. The  photo quality is amazing.  The re-charging time is so less.,4.0,shekar,Great phone with great value for money
Apple iPhone XR (64GB), India ,Marvelous phone came with the proper packagee and proper secure coding from Amazon. Thank you Amazon for such an organised delivery,5.0,Ajay lakhina ,Good delivery process
Apple iPhone XR (64GB), India ,I received the product with hair line scratch on the screen which does not appear at a glance but upon reflection of light on a specific angle it appears.  During delivery I could not detect it but after few days I recognized. From Apple I do not expect any cheating on product quality,2.0,Santanu,Cheating by Apple!
Apple iPhone XR (64GB), India ,iPhone is always master in mobiles. Itâ€™s really amazing. Thanks amazon for best discounted price,5.0,Guru Kishore,Amazing phone
